id,description,host_id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,Accomodation Bin,bathrooms_text,bathrooms,private_shared,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
4442117,"3 Rooms Studio With Cosy GroSery Stores, Restaurants, Cafe's, Bar's, Clubs, Shopping, Parks All Close. Animal and Rosendals Garden Is Walking Distance Aswell As Stureplan. 7 MIN WITH SUBWAY TO SOUTH HIP AREA. Very Central and Easy to Get Around    The space   Restaurants, Staff Shop, Alot Antiq Chic Stores and Special Designed Old Furtinture Stores in every block. Good and Delicate Foodstores of, Chees, Meet and Drinks.   Good Area To Hang Around by yourself Anonymous or right in the middle where everything happens.   1 minute to subway and buses all over town. 3 MINUTES WALK DOWNTOWN. 5 MINUTE WALK TO STUREPLAN WHERE ALL CLUBS ARE AND POSH AREA. 7 MINUTES WITH SUBWAY TO SOULY SOUTH.   DELICHES CHEES AND FINE FOOD STRAGE IN THE SAME BLOCK. BEST SUCHI OF STOCKHOLM IN THE HOUSE.   Restaurants, personal shopping, very antique and curiosa stores with ancient mÃ¶bler. MataffÃ¤r and delicacy stores.   Can offer",23057084,"Stockholm, Stockholm County, Sweden",within a day,70%,11%,f,2,Norrmalms,59.34759,18.06194,Entire rental unit,Entire home/apt,6,4 to 6 People,1 bath,1,Private,2,6,"[""Elevator"", ""Wifi"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Dryer"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Air conditioning"", ""Dishwasher""]",132.07,1,1125,28,58,88,363,31,4.53,4.63,4.43,4.9,4.93,4.77,4.67,f
4490742,"Cozy Studio Apartment Just By The Water In Trendy Hornstull in Södermalm. A 5 Minute Walk From Public Transports, Subway and Buses. A Spacious Loft Bed and A Convertible Sofa Bed That Will Comfortably House Two People. Equipped With Full Kitchen and Bathroom.    The space   The Apartment Faces The Water and Has A French Balcony    Guest Access   If you need to use the Laundry Room for Washing Your Clothes, Let Me Know in Advance and We Can Arrange for that.",12834413,"Stockholm, Sweden",within a day,100%,63%,t,2,SÃ¶dermalms,59.31725,18.02749,Entire rental unit,Entire home/apt,3,2 to 3 People,1 bath,1,Private,,2,"[""Iron"", ""Elevator"", ""Wifi"", ""Luggage dropoff allowed"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Cable TV"", ""Lockbox"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""TV with standard cable"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Heating""]",104.82,4,1125,7,34,58,148,83,4.8,4.91,4.74,4.94,4.9,4.88,4.76,f
4510223,"It's A Bright Apartment (28m2) in the Best Neighborhood of Stockholm.  The Apartment Is Light and Has A Scandic, Minimalistic Decoration.    The space   This apartment has a real Scandic Feel, IT Feels Light, Fresh yet cosy.",9387119,"Stockholm, Stockholm County, Sweden",N/A,N/A,25%,f,1,SÃ¶dermalms,59.31578,18.08451,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Elevator"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Essentials"", ""Kitchen"", ""Coffee maker"", ""Shampoo"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace""]",125.12,4,1125,0,0,26,26,31,4.29,4.59,4.25,4.68,4.68,4.93,4.39,f
4560935,"Stay at Slussen Close to Everything.  The Apartment is in Stomatolhuset at Slussen Close to Metro, Bus and Boat.  The location in SÃ¶dermalm Just Around The Corner from GÃ¶tgatsbacken Is Close to Shops, Cafes and restaurants, but Calm at home.    The space   Stay in Stomatolhuset with a view.",7735109,"Stockholm, Sweden",N/A,N/A,0%,f,1,SÃ¶dermalms,59.31918,18.07291,Entire rental unit,Entire home/apt,2,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Window guards"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Bathtub"", ""Oven"", ""Cooking basics"", ""Stove"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Heating"", ""Dishwasher""]",124.98,3,1125,0,0,0,0,3,5,5,5,5,5,5,5,f
4591467,"Fine, Child VÃ¤nligen Company in HjÃ¤rtat by Stockholm, the resident Ã¤r LÃ¤mplig fÃ¶r 2 adults and 2-3 children.  NÃ¤ra to just everything in town, shopping, Old Town, Animal, Buses, T-Path.    The space   Finely Lätheten In the middle of Stockholm City, Invid Sergels Torg and T-Centralen Ã¤r nÃ¤rmsta station (5 min). Cozy and child friendly apartment in helped by Stockholm. The apartment is suitable for 2 adults and 2-3 children. The apartment has 3.5 bedrooms and a combined living room with kitchens. KÃ¶ket is equipped with everything one can be touched and has a self-cleaning dishwasher.  Bathroom with shower, laundry machine and dryer available.  Separate toilet.  Fast internet connection and TV.  Towels and sheets IngÃ ¥ r.  NÃ¤ra to Arlanda Express and airport buses!   The bedrooms  Bedroom 1 has a double bed (160 cm) and bedrooms 2 and 3 have loft sites that suit juniors / kids boat. There is an extra room with convenience. In the children's room there are toys, kitchen roofs and bÃ¶cker to",23773283,"Stockholm, Stockholm County, Sweden",within an hour,100%,22%,f,2,Norrmalms,59.32953,18.06258,Entire rental unit,Entire home/apt,5,4 to 6 People,2 baths,2,Private,3,6,"[""Smoke alarm"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""TV with standard cable"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Dryer"", ""Washer""]",201.59,1,1125,0,0,0,0,9,4.88,5,5,5,5,4.86,4.86,t
4595163,"Spacious and Luxurious Apartment Located in the Heart of the City's Elegant and Beautiful Area With Plenty of Parks, Restaurants and Much more Just Around The Corner.   This Apartment of 66 Sqm Has A Master Bed and a Big Sofa-Bed in the Living Room. IT IS FULLY FURBISHED AND FULLY EQUPPED.    The space   The Apartment Features A Palatial Living Room With A Dining Table For 8 People, As Well As a Cosy King Size Sofa Bed  A Spacious Bedroom With A Dreamy King-size Bed Is Featured AlongSide Your Wardrobe And A Relaxing Reading Area.  There Is Also A Massive Kitchen For Homecooked Meals, With All The Amenities You Need. CONNECTED TO THE KITCHEN IS AN APPEALING BALCONY FOR SUMMER Evenings.    Guest Access   Guests Will have access to the Whole Apartment.",1151067,"Stockholm, Stockholm, Sweden",within an hour,100%,97%,t,3,Ã–stermalms,59.33707,18.08795,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,2,"[""Iron"", ""Private entrance"", ""Wifi"", ""Barbecue utensils"", ""Elevator"", ""Fire extinguisher"", ""Dining table"", ""Clothing storage"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""Dryer"", ""Patio or balcony"", ""Freezer"", ""Drying rack for clothing"", ""Shared fenced garden or backyard"", ""Long term stays allowed"", ""Wine glasses"", ""Extra pillows and blankets"", ""Lockbox"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Baking sheet"", ""Smoke alarm"", ""Dishes and silverware"", ""Bathtub"", ""TV"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Shampoo"", ""Toaster"", ""Hot water"", ""Portable fans"", ""Hangers"", ""Room-darkening shades"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Bluetooth sound system"", ""Kitchen"", ""BBQ grill"", ""Heating"", ""Washer"", ""Single level home"", ""Dishwasher""]",238.15,2,1125,0,0,0,0,40,4.9,4.98,4.95,4.88,4.95,4.98,4.8,f
4661068,"Beautiful 20's Apartment in Hornstull. The Apartment Is Light, Airy and Stylish. LOCATED ON 4TH FLOOR WITH BIG Windows and A Balcony Facing the Green Court Yard. Alcova with Queen Size Bed, Making It Perfect for One or Two People.",1563203,"Stockholm, Stockholm County, Sweden",N/A,N/A,0%,f,0,SÃ¶dermalms,59.31563,18.02873,Entire rental unit,Entire home/apt,2,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Outdoor furniture"", ""Elevator"", ""Outdoor dining area"", ""Long term stays allowed"", ""Essentials"", ""Kitchen"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace""]",109.83,10,1125,0,0,0,0,2,5,5,5,5,5,5,5,f
4683232,"40m2 Flat at Södermalm in Central Stockholm.   The Flat Is Situated at Nytorget Where You Find Many Bars, Restaurants, Coffee-Shops as well as shopping. In The Summer Time You Can Also Take A Swim 15 Minutes Walk Away.    The space   40m2 Flat at Södermalm in Central Stockholm.   120 cm Bed in Separate Half-Room, Mattress + Extra Sheets Available to Be Place In Living Room.   Big Living Room with 3- Seat Sofa, Loads of Plants and Big Windows Towards Inner Court Facing South.   Full Equipped Kitchen with Dish Washer, Table and Chairs for Four. All Possibilities to Cook and Use AS Your Own Kitchen.   Bathroom with Toilet, Shower, Sink and Washing Machine. Towels and Washing Powder Included.   THERE IS A SHARED BALCONY IN THE STAIR-WELL TO BE USED IF YOU WANT TO SIT OUTSID OR SMOKE.   The Flat Is Very Quiet Since IT's Not Facing the Street Outside.   IT IS THE PERFECT FLAT TO PLEASE IF YOU WANT TO",24335142,"SÃ¶dermalm, Stockholm County, Sweden",within an hour,100%,100%,t,1,SÃ¶dermalms,59.314,18.08391,Entire condominium (condo),Entire home/apt,2,2 to 3 People,1 bath,1,Private,,1,"[""Elevator"", ""Wifi"", ""Free street parking"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Dishwasher""]",156.96,2,50,5,12,12,12,84,4.94,4.96,4.94,4.86,4.95,5,4.81,t
4723486,"WELCOME TO MY PLACE THAT YOU'RE GOING TO LOVE! Perfect Address in the Center of SÃ¶dermalm. QUIET LOCATION EVEN THOUGH IT'S IN THE MIDDLE OF EVERYTHING. Bars, Restaurants and Shopping Just Round The Corner. Grocery Store Half a Minute Away.    The space   -58m2, Two rooms with spacious balcony located in the very Trendy Area Around Sofo, Nytorget, Sodermalm .  -160cm bed + sofa. Spare Bed From Ikea Is Also Available! Note Super Comfy, But It Works.    Guest Access   Towels, Linen, Hair Dryer, Dishwasher, Washer, Fullty Equipped Kitchen, Big Dining Table, Apple TV ...",6437888,"Stockholm, Sweden",within an hour,100%,88%,f,1,SÃ¶dermalms,59.314404,18.081444,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Microwave"", ""Coffee maker"", ""Smart lock"", ""Long term stays allowed"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Hot water"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Dishwasher""]",182.12,2,1125,2,6,9,9,50,4.84,4.92,4.8,4.75,4.88,4.92,4.71,f
4736291,"Very Clean and Nice Apartment With Living Room, Kitchen and Double Bed (180 cm) in the bedroom. IT IS A Newly Renovated Turn of the Century Apartment Located at the Topfloor of the House (There is an elevator). Quiet Location Vasastan.  The Bed Is Freshly Made and Cleaning Included. Welcome!",24451565,"Stockholm, Stockholm County, Sweden",within a day,100%,0%,f,1,Norrmalms,59.34921,18.05905,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Smoke alarm"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Indoor fireplace"", ""Long term stays allowed"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""First aid kit"", ""Shampoo"", ""Heating"", ""Washer""]",278.05,2,1125,0,30,60,60,16,4.93,4.87,5,4.87,5,4.87,4.87,f
4760460,"This Unique Waterfront Townhose With 4 Beedrooms Is Modern, Airy and Has A Large Terrace With Fantastic Views Of Water. Hammarby Seaport is One of Stockholm's Newest Neighborhoods. IT IS A VIBRANT NEIGHBORHOOD.    The space   The Townhouse Has A Private Entrance from the Street and A Fantastic Balcony Facing the Main Water Inlet To Stockholm.   - 4 Bedrooms with 2x160 cm, 2x90 cm, and 1x120cm.  - 1 Fully equipped Kitchen  - 2 Bathrooms One with Washing Machine  - WiFi  - 6 Flatscreen TV All Bedrooms and Livingroom    1st Floor Is The Entrance With Kitchen, Living Room And A Bathroom With WC, Washing Machine And Spectacular Seaview.  2nd Floor with 4 Bedrooms and a Bathroom with WC, Bathtub and Shower.  Bedroom 1 With A 160 cm DoubleBed  Bedroom 2 With 2x90 cm Bed (Childrooom)  Bedroom 3 With 160cm DoubleBed  Bedroom4 with 1x120cm Bed  Bedroom5 Now Used As Study   The Apartement IS PERFEC",24563562,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,1,SÃ¶dermalms,59.307,18.09623,Entire rental unit,Entire home/apt,7,7 to 9 People,2 baths,2,Private,4,5,"[""Iron"", ""Private entrance"", ""Wifi"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Hot water"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Dishwasher""]",681.22,1,1000,0,0,0,0,67,4.91,4.91,4.92,4.97,4.95,4.92,4.83,f
4796490,"I've a Clean, Cozy, Beautiful Flat in Trendy Sofo at Stockholm S City, Name Södermalm.Perfect Flat for Weekends & Fist Visit in the City. Walking District to The Resturants & Night Clubs.    The space   The place, clean, cozy, the area.   <b > Guest Access   TV, Bathroom, Internet, Bed, Bed Sofa, Kitchen.",24368398,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,1,SÃ¶dermalms,59.31549,18.08449,Private room in rental unit,Private room,2,2 to 3 People,1 bath,1,Private,1,1,"[""Smoke alarm"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""TV"", ""Kitchen"", ""Shampoo"", ""Heating"", ""Dryer"", ""Washer""]",118.17,1,1125,0,0,0,0,0,,,,,,,,f
4831733,"This Cosy 1 BDS APT IS LOCATED ON THE MOST QUITE, PEACEFUL & BEAUTIFUL LITTLE ISLAND WITH 5MIN WALKING DISTANCE TO BARS, Restaurants, Shopping and Public Transportation. 10min with Metro to Sofo and 12 min to the central station. WATER VIEW.",24872682,"Stockholm, Stockholm County, Sweden",within a day,100%,57%,f,1,SÃ¶dermalms,59.3185,18.02484,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,,1,"[""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Microwave"", ""Coffee maker"", ""Refrigerator""]",105.52,3,1125,0,0,0,0,54,4.76,4.78,4.69,4.85,4.89,4.74,4.55,f
4835250,"55 SQM Apt in Liljeholmen. By The Water & Walking Distance to Södermalm. The apt has a cosy balcony w / aftoon sun and it is 200mts away from a shopping Mall & Subway / Tram / Bus station. Airport Bus Final Stop is Also Here. No Taxi Needed, Save Money!",24889124,"Stockholm, Stockholm County, Sweden",N/A,N/A,100%,t,1,HÃ¤gersten-Liljeholmens,59.31182,18.02421,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Lake access"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Room-darkening shades"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Keypad"", ""Dishwasher""]",137.63,15,1125,0,0,0,1,61,4.95,5,4.91,5,4.98,4.85,4.85,f
4854126,"Two balconies at Top Floor in Modern Apartment Building. All Facilities in The Apartment Will Be Accessible by the Guest. DEPENDING ON TIME OF ARRIVAL WE WILL MEET UP WITH GUEST IN PERSON. Closeness to Water, Parks, Restaurants and City & Transport",24971830,"Sundbyberg, Stockholm County, Sweden",a few days or more,0%,N/A,f,1,Kungsholmens,59.32927,18.00879,Private room in rental unit,Private room,4,4 to 6 People,2 baths,2,Private,2,2,"[""Smoke alarm"", ""Elevator"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer""]",97.32,30,1125,23,53,83,358,0,,,,,,,,f
4931406,"Cozy and Light Apartment A 5 Minute Walk from Subway Station. Amazing View of the Ericcson Globe.  Near Popular Tourist Area SÃ¶dermalm, close to Globen Shopping template and arena events. Green Calm Area with Restaurants and Shops Nearby.   There is a kitchen, A Livingroom, One Toilet and a Room with KingsizeBed.  The Apartment Measures Around 40 Square Meters.    The space   AT A MINIMUM FOUR PERSONS CAN ACCOMODATE THIS APARTMENT. There is Parkingspace Behind the Building. IT IS Possible to Park A Car Here IF There is a Free Space, and You Use The Adequate Ticket Which in Will Provide You with. ALSO FREE PARKING ON THE STREET NEARBY.  You have the Chance to Play with Two Different Guitars and One Ukelele. Besides There Is Easy Access To Go To Anywhere From Nearby Metro.  There is Space for At Least Three Person.   Parking IF There is Space, Instruments, TV,   In Will Gladly Help Guests. In Speak Fluently French, Spanish, Port",25404059,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,1,SkarpnÃ¤cks,59.29716,18.08762,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,1,"[""Smoke alarm"", ""Hangers"", ""Wifi"", ""TV"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Heating"", ""Air conditioning"", ""Free parking on premises"", ""Hot water""]",180.73,2,10,26,56,86,86,14,4.46,4.62,4.15,4.77,4.92,4.69,4.31,f
4984631,"2 Bedrooms (with 1 extra bed per room). Livingroom with Bedside Cabinet for 2 (140 cm), 6 beds in total. BALCONY ON 2ND Floor entered in A Calm Green Area. 20 mins Travel to T-Central by Subway and Close to StockholmsmÃ¤ssan in Ã ""lvsjÃ¶.    The space   Modern apartment, well planned surface. 4 Bees (2 extra beds can bee placed in each bedroom). Balcony.   Green and Lush area. In The Center You Find A Food Store (ICA), Cafe and Pizzeria. Near Nature.   Near Subway (8 minutes to bandhagen). 20 MINUTES TO STOCKHOLM Central With The Subway.    Guest Access   You can use the whole apartment. The Dishwasher and The Washing Machine Can be used.",5974065,"Stockholm, Sweden",within a day,100%,0%,f,1,Enskede-Ã…rsta-VantÃ¶rs,59.26592,18.05942,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,2,4,"[""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""TV with standard cable"", ""Kitchen"", ""Cable TV"", ""First aid kit"", ""Heating"", ""Washer""]",114,5,14,0,0,0,56,6,5,5,5,5,5,4.33,4.5,f
5002095,Renovated Apartment in Villa Perfectly Located in Bromma with Private Garden and Parking Place 500 meters from The Public Beach Solviksbadet and 250 meters from the Tram Station Smithroom From Where It takes about 15 minutes to REACH The Inner City of Stockholm.,25794487,"Bromma, Stockholm County, Sweden",within an hour,100%,92%,t,5,Bromma,59.3189,17.96152,Entire rental unit,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,2,"[""Iron"", ""Private entrance"", ""Wifi"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Coffee maker"", ""Smart lock"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Private garden or backyard"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""BBQ grill"", ""Heating"", ""Washer"", ""Single level home""]",121.79,3,1125,23,53,83,117,28,4.79,4.89,4.86,4.96,4.96,4.86,4.82,f
5062955,"10 min from city. Walking Distance to Sthlm Globe and Tele2 Arena. 15 min drive from StockholmsmÃ¤ssan. Newly Renovated Studio for Up to 4 pers, Equipped Kitchen, Floor Heating and Shower with Heated Marble Floor. Access to Garden, Close to Subway.    The space   The Main House is Built 1909 and ice located in old enskede Just South of Stockholm City. The Studio Is A Separate Building In The Garden (Approx. 25m2), Newly Renovated With Floor Heating And A Shower With Heated Marble Floor. Sleeping Area With A Queen Size Bed (120 cm) and a sofa bed in the Living Room Gives Space for Up To 3 Adults Or 2 Adults and 2 Children.    Guest Access   The Kitchen Is Fully Equipped (Stove, Oven / Micro, Refrigerator / Freezer), Toilet, Shower, Dining Table for 4. A Washing Machine in The Basement of the Main House Can Be Used. Free Wi-Fi. HighChair is available.    Other things to note   Gym, Swimming Pools, Outdoor Running and Such Are Available in",23105224,"Stockholm, Stockholm County, Sweden",within an hour,100%,80%,t,1,Enskede-Ã…rsta-VantÃ¶rs,59.28302,18.08742,Entire guesthouse,Entire home/apt,4,4 to 6 People,1 bath,1,Private,1,2,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Luggage dropoff allowed"", ""Microwave"", ""High chair"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Lockbox"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Outdoor dining area"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Outdoor furniture"", ""Private fenced garden or backyard"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Heating"", ""Washer"", ""Carbon monoxide alarm""]",129.15,1,90,16,46,76,351,85,4.92,4.93,4.96,4.98,4.96,4.92,4.83,f
5114108,"This Apartment Will Give You A Authentic Stockholm Experience With An Italian Touch. The Location Is Only 10 Min From The City Center and Close to the Office Area of ​​Lindhagen If You Are Here For Work. Iâ € ™ m a Very Open and Social Person and Would Like to Share The Room With People Who Need An Emergency Location, Are Here For An Interview Or Would like to visit Stockholm And Having a Friendly Host. I LOVE MAKING FOOD AND I'M LOOKING FORWARD TO SHARE My BREAKFAST OR DINNER WITH THE GUEST.    The space   Iâ € ™ m The Room There is a Bunk Bed and A 120cm Wide Bed That in Use As Sofa When Iâ € ™ m Alone. The Apt Is 21 Sqm But Very Well Planned and Newly Renovated With Hotel Feeling: Compact Kitchen And Bathroom With White Marble Finishes. The Building Itself Has That SWEDISH 20â € ™ s Charm and a Very Nice Inner Court for Chilling When It Is Nice Weather.   This Apartment Is Very Central and Flexible. IT IS CLOSE TO THE CITY, AND IT ALSO GIVES YOU THE POSSIBILITY TO EXPERIE",26424883,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,t,1,Kungsholmens,59.3336,18.01378,Shared room in rental unit,Shared room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Smoke alarm"", ""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Elevator"", ""Host greets you"", ""Hair dryer"", ""Backyard"", ""Extra pillows and blankets"", ""Essentials"", ""Kitchen"", ""Free street parking"", ""Shampoo"", ""Heating"", ""Bed linens"", ""Hot water""]",41.71,1,21,0,0,0,0,23,5,4.96,5,4.91,5,4.96,4.91,f
5114988,"Nice Room in the Very Heart of Stockholm. TEN MINUTES WALK FROM THE CENTRAL STATION. All Kind of Restaurants and Shopping Around The Corner.    The space   1 Room, 28 KVM2    Guest Access < / b>  Shared Kitchen, You have youre Own Toilet and Bathroom, (Avoid Using Kitchen Between 01:00 To 07:00 Making Dinner Small Things Goes Well)    Other thing TO NOTE   The Room In The Same House AS Astrid Lindgren Lived In",26430206,"Stockholm, Stockholm County, Sweden",within an hour,100%,73%,t,1,Norrmalms,59.34051,18.04517,Private room in rental unit,Private room,1,1 Person,1 private bath,1,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Lock on bedroom door"", ""Free street parking"", ""Microwave"", ""Coffee maker"", ""Dishwasher"", ""Freezer"", ""Long term stays allowed"", ""Wine glasses"", ""Backyard"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Oven"", ""Cooking basics"", ""Stove"", ""Clothing storage: dresser and closet"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Ethernet connection"", ""Washer"", ""Carbon monoxide alarm""]",83.41,1,30,12,32,35,245,72,4.99,4.93,5,4.97,4.99,4.99,4.97,f
5135270,"MY Charming Apartment in 70 Square With A Balcony With A Nice View Over The Roofs And The Högalids Church.    The Space   My 70 Squaremeter Apartment Has Two wererrooms. The Large One Has A 180 Bed and A Wonderful View Over the roofs. From here you REACH THE NICE BALCONY.  The Small Bedroom (My Sons) Has A Full Size Bed (90x200 cm).  The Livingroom Has Dining Table With Chairs, A Cozy Sofa.  Fully Equipped Kitchen with Dishwasher and Microwave Oven. The Bathroom Is Refurbished Summer 2015 and Has Washer, Bath and Floor Heating!    Guest Access   You Will Have Acess to WiFi, Large Plasma TV, PlayStation, Stereo, WiFi Connection and Cable TV, Washer, Dishwasher.",26545864,"SÃ¶dermalm, Stockholm County, Sweden",within an hour,100%,93%,t,1,SÃ¶dermalms,59.31857,18.03696,Entire condominium (condo),Entire home/apt,4,4 to 6 People,1 bath,1,Private,2,3,"[""Iron"", ""Elevator"", ""Wifi"", ""Microwave"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Patio or balcony"", ""Long term stays allowed"", ""Outlet covers"", ""Backyard"", ""Cable TV"", ""Refrigerator"", ""Baby bath"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Bathtub"", ""Oven"", ""Cooking basics"", ""Stove"", ""Hot water"", ""Hangers"", ""Crib"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Heating"", ""Washer"", ""Dishwasher""]",162.1,3,1125,1,1,1,1,69,4.9,4.94,4.76,4.94,4.99,4.82,4.86,f
